216000026,217000283,05:30
216000026,217000283,06:10
216000026,217000283,06:50
216000026,217000283,07:30
216000026,217000283,08:10
216000026,217000283,08:50
216000026,217000283,09:30
216000026,217000283,10:10
216000026,217000283,10:55
216000026,217000283,11:45
216000026,217000283,12:40
216000026,217000283,13:40
216000026,217000283,14:35
216000026,217000283,15:25
216000026,217000283,16:15
216000026,217000283,17:05
216000026,217000283,17:55
216000026,217000283,18:45
216000026,217000283,19:35
216000026,217000283,20:20
216000026,217000283,21:00
216000026,217000283,21:40
216000026,217000283,22:20
216000026,217000283,23:00
