217000014,217000066,05:30
217000014,217000066,06:10
217000014,217000066,06:50
217000014,217000066,07:30
217000014,217000066,08:15
217000014,217000066,09:00
217000014,217000066,09:50
217000014,217000066,10:40
217000014,217000066,11:30
217000014,217000066,12:15
217000014,217000066,13:00
217000014,217000066,13:45
217000014,217000066,14:30
217000014,217000066,15:10
217000014,217000066,15:55
217000014,217000066,16:40
217000014,217000066,17:25
217000014,217000066,18:05
217000014,217000066,18:50
217000014,217000066,19:35
217000014,217000066,20:20
217000014,217000066,21:10
217000014,217000066,22:00
217000014,217000066,22:55
217000014,202000208,06:30
217000014,202000208,07:15
217000014,202000208,08:00
217000014,202000208,08:40
217000014,202000208,09:30
217000014,202000208,10:15
217000014,202000208,11:05
217000014,202000208,11:55
217000014,202000208,12:45
217000014,202000208,13:30
217000014,202000208,14:15
217000014,202000208,15:00
217000014,202000208,15:45
217000014,202000208,16:30
217000014,202000208,17:15
217000014,202000208,18:00
217000014,202000208,18:45
217000014,202000208,19:25
217000014,202000208,20:10
217000014,202000208,20:55
217000014,202000208,21:30
217000014,202000208,22:20
217000014,202000208,23:05
217000014,202000208,0:00
