216000043,217000283,05:50
216000043,217000283,06:30
216000043,217000283,07:10
216000043,217000283,07:50
216000043,217000283,08:30
216000043,217000283,09:10
216000043,217000283,09:50
216000043,217000283,10:30
216000043,217000283,11:20
216000043,217000283,12:10
216000043,217000283,13:10
216000043,217000283,14:10
216000043,217000283,15:00
216000043,217000283,15:50
216000043,217000283,16:40
216000043,217000283,17:30
216000043,217000283,18:20
216000043,217000283,19:10
216000043,217000283,20:00
216000043,217000283,20:40
216000043,217000283,21:20
216000043,217000283,22:00
216000043,217000283,22:40
216000043,217000283,23:20
