216000075,216000358,05:50
216000075,216000358,07:00
216000075,216000358,08:25
216000075,216000358,09:40
216000075,216000358,12:00
216000075,216000358,13:20
216000075,216000358,15:00
216000075,216000358,16:30
216000075,216000358,18:45
216000075,216000358,20:15
216000075,216000358,21:30
216000075,213000487,06:55
216000075,213000487,08:05
216000075,213000487,09:40
216000075,213000487,10:55
216000075,213000487,13:20
216000075,213000487,14:40
216000075,213000487,16:25
216000075,213000487,17:55
216000075,213000487,20:05
216000075,213000487,21:30
216000075,213000487,22:40
