217000014,217000066,05:30
217000014,217000066,06:00
217000014,217000066,06:30
217000014,217000066,06:50
217000014,217000066,07:10
217000014,217000066,07:25
217000014,217000066,07:45
217000014,217000066,08:05
217000014,217000066,08:35
217000014,217000066,09:05
217000014,217000066,09:30
217000014,217000066,09:55
217000014,217000066,10:20
217000014,217000066,10:45
217000014,217000066,11:05
217000014,217000066,11:35
217000014,217000066,12:05
217000014,217000066,12:30
217000014,217000066,12:55
217000014,217000066,13:20
217000014,217000066,13:45
217000014,217000066,14:10
217000014,217000066,14:35
217000014,217000066,15:05
217000014,217000066,15:30
217000014,217000066,15:55
217000014,217000066,16:20
217000014,217000066,16:45
217000014,217000066,17:10
217000014,217000066,17:35
217000014,217000066,18:05
217000014,217000066,18:30
217000014,217000066,18:55
217000014,217000066,19:20
217000014,217000066,19:45
217000014,217000066,20:15
217000014,217000066,21:05
217000014,217000066,22:00
217000014,217000066,22:55
217000014,202000208,06:30
217000014,202000208,07:10
217000014,202000208,07:40
217000014,202000208,08:00
217000014,202000208,08:20
217000014,202000208,08:40
217000014,202000208,09:00
217000014,202000208,09:20
217000014,202000208,09:50
217000014,202000208,10:20
217000014,202000208,10:45
217000014,202000208,11:10
217000014,202000208,11:35
217000014,202000208,12:00
217000014,202000208,12:20
217000014,202000208,12:50
217000014,202000208,13:20
217000014,202000208,13:45
217000014,202000208,14:10
217000014,202000208,14:35
217000014,202000208,15:00
217000014,202000208,15:25
217000014,202000208,15:50
217000014,202000208,16:20
217000014,202000208,16:45
217000014,202000208,17:10
217000014,202000208,17:35
217000014,202000208,18:00
217000014,202000208,18:25
217000014,202000208,18:50
217000014,202000208,19:20
217000014,202000208,19:45
217000014,202000208,20:10
217000014,202000208,20:35
217000014,202000208,21:00
217000014,202000208,21:30
217000014,202000208,22:20
217000014,202000208,23:10
217000014,202000208,0:00
