216000068,216000358,5:30
216000068,216000358,6:00
216000068,216000358,6:40
216000068,216000358,7:20
216000068,216000358,8:00
216000068,216000358,8:40
216000068,216000358,9:20
216000068,216000358,10:00
216000068,216000358,11:20
216000068,216000358,12:00
216000068,216000358,12:40
216000068,216000358,13:20
216000068,216000358,14:00
216000068,216000358,14:40
216000068,216000358,15:20
216000068,216000358,16:00
216000068,216000358,17:20
216000068,216000358,18:00
216000068,216000358,18:40
216000068,216000358,19:20
216000068,216000358,20:00
216000068,216000358,20:40
216000068,216000358,21:20
216000068,216000358,22:00
216000068,216000138,6:00
216000068,216000138,6:30
216000068,216000138,7:10
216000068,216000138,7:50
216000068,216000138,8:30
216000068,216000138,9:10
216000068,216000138,9:50
216000068,216000138,10:30
216000068,216000138,11:50
216000068,216000138,12:30
216000068,216000138,13:10
216000068,216000138,13:50
216000068,216000138,14:30
216000068,216000138,15:10
216000068,216000138,15:50
216000068,216000138,16:30
216000068,216000138,17:50
216000068,216000138,18:30
216000068,216000138,19:10
216000068,216000138,19:50
216000068,216000138,20:30
216000068,216000138,21:10
216000068,216000138,21:50
216000068,216000138,22:30
